Bepaling,Materiaal,REFERENCE_UNIT,LIS,LIS_adjusted,loinc,LONG_COMMON_NAME,lab_naam
Gered.-Hb,Bloed,%,CHBH;BL,,,,LABTRAIN
Gered.-Hb,Bloed Vragen om afname informatie;Arterieel,%,CHBH;BL,,,,LABTRAIN
GLUCOSE  (DRAINVOCHT),Drainvocht,mmol/L,K_GLUC_DR,,,,VUMC LAB GLIMS
GLUCOSE  CCA,Bloed,mmol/L,CGLU-BL,,,,AMC LAB LABTRAIN
GLUCOSE - DECENTRAAL,Bloed,mmol/L,DGLU-BL,,,,AMC LAB LABTRAIN
GLUCOSE (DRAINVOCHT),Drainvocht,mmol/L,K_GLUC_DR,,,,VUMC LAB GLIMS
GLUCOSE (DRAINVOCHT),,mmol/L,K_GLUC_DR,,,,VUMC LAB GLIMS
GLUCOSE,Dummy,mmol/L,K_GLUC_HP,,,,VUMC LAB GLIMS
HB (PLEURAVOCHT),Pleurapunctaat,mmol/L,K_HB_PP,,,,VUMC LAB GLIMS
HB (PLEURAVOCHT),Pleuravocht,mmol/L,K_HB_PP,,,,VUMC LAB GLIMS
Hb ascitesvocht,Ascitesvocht,mmol/L,K_HB_AS,,,,GLIMS
Hb Conclusie,Bloed,,H_HBCO_BL,,,,GLIMS
HB EL.ALKA,,,H_HBEA_BL,,,,VUMC LAB GLIMS
HB EL.ALKA,Bloed,,H_HBEA_BL,,,,VUMC LAB GLIMS
Hb experimenteel,Overige,mmol/L,RHB;O,,,,LABTRAIN
Hb,Overig,mmol/L,K_HB_OV,,,,GLIMS
Hb pleuravocht,Pleurapunctaat,mmol/L,K_HB_PP,,,,GLIMS
Hb(v.Bgs),Bloed {<GEMVEN},mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<GES},mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<GMA},mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<GMO},mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<GUM},mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<NAVART},mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<NTB},mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<NUV},mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<OD},mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<TWM},mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<VEN},mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<VEN},mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<VIM},mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<VIM},mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<VKM},mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<VMA},mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<VMA},mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<VMV},mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<VVE},mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<VVE},mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<ZOP},mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed {<ZOP},mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed arteriel,mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed Capillair,mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed Capillair,mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed gem veneus,mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed gem.ven,mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed gemend veneus,mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed Gemengd veneus,mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed Gemengd veneus,mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed M.B.O,mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed M.B.O,mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed MBO,mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed Na Filter,mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed Na-Filter,mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed Navel arterieel,mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed Navel arterieel,mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed navelarterie,mmol/L,K_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed Voor Filter,mmol/L,P_HB_HB,,,,GLIMS
Hb(v.Bgs),Bloed Voor Filter,mmol/L,K_HB_HB,,,,GLIMS
HB(V.BGS) CAP. VUMC,,mmol/L,P_HB_CAP,,,,VUMC LAB GLIMS
HB(V.BGS) GEM. VEN. VUMC,Bloed,mmol/L,P_HB_GEMVEN,,,,VUMC LAB GLIMS
HB(V.BGS) GEM. VEN. VUMC,Bloed,mmol/L,K_HB_GEMVEN,,,,VUMC LAB GLIMS
HBA1C,Dummy,%,K_HBA1cp_EB,,,,VUMC LAB GLIMS
HBA1C,Dummy,mmol/mol,K_HbA1c_EB,,,,VUMC LAB GLIMS
HDL-CHOL,Dummy,mmol/L,K_HDL_HP,,,,VUMC LAB GLIMS
Hematocriet (HHT),Bloed Darunavir:,L/L,HHT;BL,,,,LABTRAIN
Hematocriet (HHT),Bloed Lopinavir:,L/L,HHT;BL,,,,LABTRAIN
Hematocriet (HHT),Bloed Mixed Veneus,L/L,HHT;BL,,,,LABTRAIN
Hematocriet (HHT),Bloed Vragen om afname informatie,L/L,HHT;BL,,,,LABTRAIN
Hematocriet (RHT),Overige,L/L,RHT;O,,,,LABTRAIN
HEMOGLOB. NC - BLOEDGAS,Bloed,mmol/L,CIHB-BL,,,,
HT (PLEURAVOCHT),Pleurapunctaat,L/L,K_HT_PP,,,,VUMC LAB GLIMS
Ht,Overig,L/L,K_HT_OV,,,,GLIMS
Ht pleuravocht,Pleurapunctaat,L/L,K_HT_PP,,,,GLIMS
Ht(v.Bgs),Bloed {<ART},L/L,P_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<ART},L/L,K_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<GEMVEN},L/L,P_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<GES},L/L,K_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<GMA},L/L,K_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<GMO},L/L,K_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<GUM},L/L,K_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<NAVART},L/L,K_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<NTB},L/L,K_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<NUV},L/L,K_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<OD},L/L,K_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<TWM},L/L,K_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<VEN},L/L,P_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<VEN},L/L,K_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<VIM},L/L,P_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<VIM},L/L,K_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<VKM},L/L,K_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<VMA},L/L,K_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<VMA},L/L,P_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<VMV},L/L,P_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed {<ZOP},L/L,K_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed M.B.O,L/L,K_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed M.B.O,L/L,P_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed MBO,L/L,P_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed Na Filter,L/L,P_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed Na-Filter,L/L,P_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed Voor Filter,L/L,P_HCT_HB,,,,GLIMS
Ht(v.Bgs),Bloed Voor Filter,L/L,K_HCT_HB,,,,GLIMS
IJZER CENTRAAL (BEENMERG),,,H_Yzer_BE,,,,VUMC LAB GLIMS
IJZER CENTRAAL (BEENMERG),Beenmerg,,H_Yzer_BE,,,,VUMC LAB GLIMS
IJZER CENTRAAL (BEENMERG),Bloed,,H_Yzer_BE,,,,VUMC LAB GLIMS
IJZER VERZ%,Dummy,%,K_FEVZ_HP,,,,VUMC LAB GLIMS
IL-6,Bloed,pg/mL,K_IL6_SR,,,,GLIMS
IMMATURE PLATELET FRACTION (BLOED) VUMC,,%,K_IPF_EB,,,,VUMC LAB GLIMS
IMMATURE PLATELET FRACTION (BLOED) VUMC,Bloed,%,K_IPF_EB,,,,VUMC LAB GLIMS
INR,Bloed Arterieel,geen,SINR;BL,,,,LABTRAIN
INR,Bloed Capillair,geen,SINR;BL,,,,LABTRAIN
INR,Bloed Capillair vinger,geen,SINR;BL,,,,LABTRAIN
INR,Bloed Darunavir:,geen,SINR;BL,,,,LABTRAIN
INR,Bloed Mixed Veneus,geen,SINR;BL,,,,LABTRAIN
INR,Bloed Nevirapine:,geen,SINR;BL,,,,LABTRAIN
INR,Bloed Veneus,geen,SINR;BL,,,,LABTRAIN
INR,Bloed Vragen om afname informatie,geen,SINR;BL,,,,LABTRAIN
INR DEC.,Bloed,,INRD-BL,,,,AMC LAB LABTRAIN
Interleuk. 6,Bloed,pg/mL,A003;BL,,,,LABTRAIN
K (onv.ISE),Bloed {<ART},mmol/L,P_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<ART},mmol/L,K_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<GEMVEN},mmol/L,P_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<GES},mmol/L,K_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<GMA},mmol/L,K_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<GMO},mmol/L,K_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<GUM},mmol/L,K_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<NAVART},mmol/L,K_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<NTB},mmol/L,K_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<NUV},mmol/L,K_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<TWM},mmol/L,K_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<VEN},mmol/L,P_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<VEN},mmol/L,K_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<VIM},mmol/L,P_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<VIM},mmol/L,K_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<VKM},mmol/L,K_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<VMA},mmol/L,K_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<VMA},mmol/L,P_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<VMV},mmol/L,P_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<ZOP},mmol/L,K_KA_HB,,,,GLIMS
K (onv.ISE),Bloed {<ZOP},mmol/L,P_KA_HB,,,,GLIMS
K (onv.ISE),Bloed M.B.O,mmol/L,P_KA_HB,,,,GLIMS
K (onv.ISE),Bloed M.B.O,mmol/L,K_KA_HB,,,,GLIMS
K (onv.ISE),Bloed MBO,mmol/L,P_KA_HB,,,,GLIMS
K (onv.ISE),Bloed Na Filter,mmol/L,P_KA_HB,,,,GLIMS
K (onv.ISE),Bloed Na-Filter,mmol/L,P_KA_HB,,,,GLIMS
K (onv.ISE),Bloed Navel arterieel,mmol/L,K_KA_HB,,,,GLIMS
K (onv.ISE),Bloed Navel arterieel,mmol/L,P_KA_HB,,,,GLIMS
K (onv.ISE),Bloed Navel veneus,mmol/L,K_KA_HB,,,,GLIMS
K (onv.ISE),Bloed Navel veneus,mmol/L,P_KA_HB,,,,GLIMS
K (onv.ISE),Bloed Voor Filter,mmol/L,P_KA_HB,,,,GLIMS
K (onv.ISE),Bloed Voor Filter,mmol/L,K_KA_HB,,,,GLIMS
KALIUM - DECENTRAAL,Bloed,mmol/L,DKAL-BL,,,,AMC LAB LABTRAIN
Kalium (RKAL),Bloed Arm,mmol/L,RKAL;BL,,,,LABTRAIN
Kalium (RKAL),Bloed Arterieel;Capillair,mmol/L,RKAL;BL,,,,LABTRAIN
Kalium (RKAL),Bloed Centraal veneus,mmol/L,RKAL;BL,,,,LABTRAIN
Kalium (RKAL),Bloed Darunavir:,mmol/L,RKAL;BL,,,,LABTRAIN
Kalium (RKAL),Bloed Efavirenz:,mmol/L,RKAL;BL,,,,LABTRAIN
Kalium (RKAL),Bloed Lopinavir:,mmol/L,RKAL;BL,,,,LABTRAIN
Kalium (RKAL),Bloed Navelstreng Veneus,mmol/L,RKAL;BL,,,,LABTRAIN
Kalium (RKAL),Bloed Nevirapine:,mmol/L,RKAL;BL,,,,LABTRAIN
Kalium (RKAL),Dialysaat,mmol/L,RKAL;B,,,,LABTRAIN
Kalium bep.supernatant,Feces,mmol/L,K_KAbep_FA,,,,GLIMS
Kalium de.,Bloed Navelstreng Arterieel,mmol/L,CKAL;BL,,,,LABTRAIN
Kalium de.,Bloed Navelstreng Veneus,mmol/L,CKAL;BL,,,,LABTRAIN
Kalium de.,Bloed Vragen om afname informatie,mmol/L,CKAL;BL,,,,LABTRAIN
Kalium DE.,Bloed Vragen om afname informatie;Arterieel,mmol/L,DKAL;BL,,,,LABTRAIN
Kalium dialysaat,Dialysaat,mmol/L,K_KA_DI,,,,GLIMS
Kalium,Feces verzameld,mmol/L,K_KA_FA,,,,GLIMS
KREAT ONTEIWIT (KRO),Bloed,¶mol/L,KRO-BL,,,,AMC LAB LABTRAIN
KREATININE - DECENTRAAL ART. (AMC),Bloed,¶mol/L,DKREA-BL_ART,,,,AMC LAB LABTRAIN
Kreatinine (GKRE),Urine,mmol/L,GKRE;U,,,,LABTRAIN
KREATININE (GKRE),Urine,mmol/L,GKRE-U,,,,AMC LAB LABTRAIN
KREATININE (OVERIG),Ascitesvocht,umol/L,K_KR_OV,,,,VUMC LAB GLIMS
KREATININE BEREKEND VUMC,Bloed,umol/L,K_KRB_HP,,,,VUMC LAB GLIMS
Kreatinine,Bloed Arterieel,µmol/L,RKRE;BL,,,,LABTRAIN
Kreatinine,Bloed Atazanavir:,µmol/L,RKRE;BL,,,,LABTRAIN
Kreatinine,Bloed Atazanavir:;Darunavir:,µmol/L,RKRE;BL,,,,LABTRAIN
Kreatinine,Bloed Atazanavir:;Lopinavir:,µmol/L,RKRE;BL,,,,LABTRAIN
Kreatinine,Bloed Bloed,µmol/L,RKRE;BL,,,,LABTRAIN
Kreatinine,Bloed Capillair vinger,µmol/L,RKRE;BL,,,,LABTRAIN
Kreatinine,Bloed Centraal veneus,µmol/L,RKRE;BL,,,,LABTRAIN
Kreatinine,Bloed Darunavir:,µmol/L,RKRE;BL,,,,LABTRAIN
Kreatinine,Bloed Efavirenz:,µmol/L,RKRE;BL,,,,LABTRAIN
Kreatinine,Bloed Lopinavir:,µmol/L,RKRE;BL,,,,LABTRAIN
Kreatinine,Bloed Mixed Veneus,µmol/L,RKRE;BL,,,,LABTRAIN
Kreatinine,Bloed Nevirapine:,µmol/L,RKRE;BL,,,,LABTRAIN
Kreatinine,Bloed Veneus,µmol/L,RKRE;BL,,,,LABTRAIN
Kreatinine,Bloed Vragen om afname informatie,µmol/L,RKRE;BL,,,,LABTRAIN
Kreatinine,Bloed Vragen om afname informatie;Capillair,µmol/L,RKRE;BL,,,,LABTRAIN
Kreatinine,Bloed Vragen om afname informatie;Darunavir:,µmol/L,RKRE;BL,,,,LABTRAIN
KREATININE DBS,Dry Blood Spot,umol/L,A_KR_DB,,,,VUMC LAB GLIMS
Kreatinine,Dry Blood Spot,umol/L,A_KR_DB,,,,GLIMS
KREATININE,Dry Blood Spot,umol/L,K_KR_HP,,,,VUMC LAB GLIMS
Kreatinine hoev.,Urine,mmol/vzm,UKREH;U,,,,LABTRAIN
Kreatinine hoev.,Urine Vragen om afname informatie,mmol/vzm,UKREH;U,,,,LABTRAIN
Kreatinine hoev.,"Urine Vragen om afname informatie;Afnemen in medium,verkrijgbaar op B1-209,tst:62429",mmol/vzm,UKREH;U,,,,LABTRAIN
Kreatinine hoev.,Urine Vragen om afname informatie;Arterieel,mmol/vzm,UKREH;U,,,,LABTRAIN
Kreatinine hoev.,Urine Vragen om afname informatie;Arterielijn,mmol/vzm,UKREH;U,,,,LABTRAIN
Kreatinine_DBS,Bloed,µmol/L,KREA_DBS;BL,,,,LABTRAIN
Kreatinine_DBS,Overige,µmol/L,KREA_DBS;O,,,,LABTRAIN
L-lactaat,Urine,mmol/mmol kreat,K_LLACT_UR,,,,GLIMS
Lactaat,Bloed {<ART},mmol/L,P_LACT_HB,,,,GLIMS
Lactaat,Bloed {<ART},mmol/L,K_LACT_HB,,,,GLIMS
Lactaat,Bloed {<GEMVEN},mmol/L,P_LACT_HB,,,,GLIMS
Lactaat,Bloed {<GES},mmol/L,K_LACT_HB,,,,GLIMS
Lactaat,Bloed {<GMA},mmol/L,K_LACT_HB,,,,GLIMS
Lactaat,Bloed {<GMO},mmol/L,K_LACT_HB,,,,GLIMS
Lactaat,Bloed {<GUM},mmol/L,K_LACT_HB,,,,GLIMS
Lactaat,Bloed {<NAVART},mmol/L,K_LACT_HB,,,,GLIMS
Lactaat,Bloed {<NTB},mmol/L,K_LACT_HB,,,,GLIMS
Lactaat,Bloed {<NTB},mmol/L,P_LACT_HB,,,,GLIMS
Lactaat,Bloed {<NUV},mmol/L,K_LACT_HB,,,,GLIMS
Lactaat,Bloed {<TWM},mmol/L,K_LACT_HB,,,,GLIMS
Lactaat,Bloed {<VEN},mmol/L,P_LACT_HB,,,,GLIMS
Lactaat,Bloed {<VEN},mmol/L,K_LACT_HB,,,,GLIMS
Lactaat,Bloed {<VIM},mmol/L,P_LACT_HB,,,,GLIMS
Lactaat,Bloed {<VIM},mmol/L,K_LACT_HB,,,,GLIMS
Lactaat,Bloed {<VKM},mmol/L,K_LACT_HB,,,,GLIMS
Lactaat,Bloed {<VMA},mmol/L,K_LACT_HB,,,,GLIMS
Lactaat,Bloed {<VMA},mmol/L,P_LACT_HB,,,,GLIMS
Lactaat,Bloed {<VMV},mmol/L,P_LACT_HB,,,,GLIMS
Lactaat,Bloed {<ZOP},mmol/L,K_LACT_HB,,,,GLIMS
Lactaat,Bloed {<ZOP},mmol/L,P_LACT_HB,,,,GLIMS
Lactaat,Bloed M.B.O,mmol/L,K_LACT_HB,,,,GLIMS
Lactaat,Bloed M.B.O,mmol/L,P_LACT_HB,,,,GLIMS
Lactaat,Bloed MBO,mmol/L,P_LACT_HB,,,,GLIMS
Lactaat,Bloed Na Filter,mmol/L,P_LACT_HB,,,,GLIMS
Lactaat,Bloed Na-Filter,mmol/L,P_LACT_HB,,,,GLIMS
Lactaat,Bloed Voor Filter,mmol/L,P_LACT_HB,,,,GLIMS
Lactaat,Bloed Voor Filter,mmol/L,K_LACT_HB,,,,GLIMS
Lactaat DC.,Bloed Navelstreng Arterieel,mmol/L,CLAC;BL,,,,LABTRAIN
Lactaat DC.,Bloed Navelstreng Veneus,mmol/L,CLAC;BL,,,,LABTRAIN
Lactaat DC.,Bloed Veneus;Nevirapine:,mmol/L,CLAC;BL,,,,LABTRAIN
Lactaat DC.,Bloed Vragen om afname informatie,mmol/L,CLAC;BL,,,,LABTRAIN
Lactaat,Liquor,mmol/L,LLCT;L,,,,LABTRAIN
Lactaat,Liquor,mmol/L,K_LACT_LI,,,,GLIMS
LDH (RLDH),Bloed Arterieel,U/L 37C,RLDH;BL,,,,LABTRAIN
LDH (RLDH),Bloed Capillair,U/L 37C,RLDH;BL,,,,LABTRAIN
LDH (RLDH),Bloed Capillair vinger,U/L 37C,RLDH;BL,,,,LABTRAIN
LDH (RLDH),Bloed Centraal veneus,U/L 37C,RLDH;BL,,,,LABTRAIN
LDH (RLDH),Bloed Darunavir:,U/L 37C,RLDH;BL,,,,LABTRAIN
LDH (RLDH),Bloed Lopinavir:,U/L 37C,RLDH;BL,,,,LABTRAIN
LDH (RLDH),Bloed Mixed Veneus,U/L 37C,RLDH;BL,,,,LABTRAIN
LDH (RLDH),Bloed Nevirapine:,U/L 37C,RLDH;BL,,,,LABTRAIN
LDH (RLDH),Bloed Veneus,U/L 37C,RLDH;BL,,,,LABTRAIN
LDH (RLDH),Bloed Vragen om afname informatie,U/L 37C,RLDH;BL,,,,LABTRAIN
LDH (RLDH),Liquor,U/L 37C,RLDH;L,,,,LABTRAIN
LDH (RLDH),Overige,U/L 37C,RLDH;O,,,,LABTRAIN
LDH CORR. VUMC,Dummy,U/L,K_LDCORR_HP,,,,VUMC LAB GLIMS
LDH liquor,Liquor,U/L 37C,LLDH;L,,,,LABTRAIN
LDH-1,Bloed,%,LD1;BL,,,,LABTRAIN
LDH-2,Bloed,%,LD2;BL,,,,LABTRAIN
LDH-3,Bloed,%,LD3;BL,,,,LABTRAIN
LDH-4,Bloed,%,LD4;BL,,,,LABTRAIN
LDH-5,Bloed,%,LD5;BL,,,,LABTRAIN
LDL (BER.),Dummy,mmol/L,K_LDL_CALC_HP,,,,VUMC LAB GLIMS
LEUCO'S  (DRAINVOCHT),Drainvocht,x10e9/L,K_LEU_DR,,,,VUMC LAB GLIMS
LEUCO'S (DRAINVOCHT),,,K_LEU_DR,,,,VUMC LAB GLIMS
LEUCO'S (DRAINVOCHT),Drainvocht,x10e9/L,K_LEU_DR,,,,VUMC LAB GLIMS
LEUCO'S (DRAINVOCHT),,x10e9/L,K_LEU_DR,,,,VUMC LAB GLIMS
Leuco's drainvocht,Drainvocht,x10e9/L,K_LEU_DR,,,,GLIMS
Leuco's peritoneaalvocht,Peritoneaalvocht Capd Pat.,x10e9/L,K_LEU_PV,,,,GLIMS
LEUCO'S/UL (LIQUOR),,/uL,K_LELIBer_LI,,,,VUMC LAB GLIMS
LEUCO'S/UL (LIQUOR),Liquor,/uL,K_LELIBer_LI,,,,VUMC LAB GLIMS
LEUCO/3UL (LIQUOR),,/3uL,K_LELI_LI,,,,VUMC LAB GLIMS
LEUCO/3UL (LIQUOR),Liquor,/3uL,K_LELI_LI,,,,VUMC LAB GLIMS
leucocyten,Ascitesvocht,,M_gp_leuco,,,,GLIMS
leucocyten,Biopt,,M_gp_leuco,,,,GLIMS
leucocyten,Broncho-Alveolaire Lavage,,M_gp_leuco,,,,GLIMS
leucocyten,Bronchusspoelsel,,M_gp_leuco,,,,GLIMS
leucocyten,Cervix,,M_gp_leuco,,,,GLIMS
leucocyten,Drainvocht,,M_gp_leuco,,,,GLIMS
LEUCOCYTEN GP,Ascitesvocht,,M_gp_leuco,,,,VUMC LAB GLIMS
LEUCOCYTEN GP,Biopt,,M_gp_leuco,,,,VUMC LAB GLIMS
LEUCOCYTEN GP,Broncho-Alveolaire Lavage,,M_gp_leuco,,,,VUMC LAB GLIMS
LEUCOCYTEN GP,Bronchusspoelsel,,M_gp_leuco,,,,VUMC LAB GLIMS
LEUCOCYTEN GP,Drainvocht,,M_gp_leuco,,,,VUMC LAB GLIMS
LEUCOCYTEN GP,Gewrichtspunctaat,,M_gp_leuco,,,,VUMC LAB GLIMS
LEUCOCYTEN GP,Kunstgewricht,,M_gp_leuco,,,,VUMC LAB GLIMS
LEUCOCYTEN GP,Oor,,M_gp_leuco,,,,VUMC LAB GLIMS
LEUCOCYTEN GP,Overig,,M_gp_leuco,,,,VUMC LAB GLIMS
LEUCOCYTEN GP,Pericardvocht,,M_gp_leuco,,,,VUMC LAB GLIMS
LEUCOCYTEN GP,Peritoneaalvocht Capd Pat.,,M_gp_leuco,,,,VUMC LAB GLIMS
LEUCOCYTEN GP,Pleurapunctaat,,M_gp_leuco,,,,VUMC LAB GLIMS
LEUCOCYTEN GP,Punctaat,,M_gp_leuco,,,,VUMC LAB GLIMS
LEUCOCYTEN GP,Pus,,M_gp_leuco,,,,VUMC LAB GLIMS
LEUCOCYTEN GP,Sputum,,M_gp_leuco,,,,VUMC LAB GLIMS
LEUCOCYTEN GP,Tip/Tubepunt,,M_gp_leuco,,,,VUMC LAB GLIMS
LEUCOCYTEN GP,Weefsel,,M_gp_leuco,,,,VUMC LAB GLIMS
LEUCOCYTEN GP,Wonduitstrijk,,M_gp_leuco,,,,VUMC LAB GLIMS
leucocyten,Huiduitstrijk,,M_gp_leuco,,,,GLIMS
leucocyten,Lichaamsvreemd gerelateerd materiaal,,M_gp_leuco,,,,GLIMS
leucocyten,Neus,,M_gp_leuco,,,,GLIMS
leucocyten,Oog,,M_gp_leuco,,,,GLIMS
leucocyten,Oor,,M_gp_leuco,,,,GLIMS
leucocyten,Overig,,M_gp_leuco,,,,GLIMS
leucocyten,Pericardvocht,,M_gp_leuco,,,,GLIMS
leucocyten,Peritoneaalvocht Capd Pat.,,M_gp_leuco,,,,GLIMS
leucocyten,Placenta/vliezen,,M_gp_leuco,,,,GLIMS
leucocyten,Pleurapunctaat,,M_gp_leuco,,,,GLIMS
leucocyten,Punctaat,,M_gp_leuco,,,,GLIMS
leucocyten,Pus,,M_gp_leuco,,,,GLIMS
leucocyten,Sectiemateriaal weefsel,,M_gp_leuco,,,,GLIMS
leucocyten,Semen,,M_gp_leuco,,,,GLIMS
leucocyten,Sinus,,M_gp_leuco,,,,GLIMS
leucocyten,Tracheaspoelsel,,M_gp_leuco,,,,GLIMS
leucocyten,Uitstrijk-Insteekopening,,M_gp_leuco,,,,GLIMS
leucocyten,Uitstrijk-Overig,,M_gp_leuco,,,,GLIMS
leucocyten,Uitstrijk-Ulcus,,M_gp_leuco,,,,GLIMS
leucocyten,Urethra,,M_gp_leuco,,,,GLIMS
leucocyten,Vagina/vulva,,M_gp_leuco,,,,GLIMS
leucocyten,Vruchtwater,,M_gp_leuco,,,,GLIMS
leucocyten,Wonduitstrijk,,M_gp_leuco,,,,GLIMS
LEUK.SCHEID.,Bloed,,L005-BL,,,,AMC LAB LABTRAIN
LEUKO.GROEP,Urine,,SLEG-U,,,,AMC LAB LABTRAIN
Leukocyten (BLEU),Overige,10E9/L,BLEU;O,,,,LABTRAIN
Leukocyten (HLEU),Bloed Arterieel,10E9/L,HLEU;BL,,,,LABTRAIN
Leukocyten (HLEU),Bloed Atazanavir:,10E9/L,HLEU;BL,,,,LABTRAIN
Leukocyten (HLEU),Bloed Atazanavir:;Darunavir:,10E9/L,HLEU;BL,,,,LABTRAIN
Leukocyten (HLEU),Bloed Atazanavir:;Lopinavir:,10E9/L,HLEU;BL,,,,LABTRAIN
Leukocyten (HLEU),Bloed Capillair,10E9/L,HLEU;BL,,,,LABTRAIN
Leukocyten (HLEU),Bloed Capillair vinger,10E9/L,HLEU;BL,,,,LABTRAIN
